Market Name,Price Date,Min_Price,Max_Price,Modal_Price,temperature_2m_mean,temperature_2m_max,temperature_2m_min,wind_speed_10m_max,precipitation_sum,precipitation_hours,weather_code,Modal_Price_Lag1,Modal_Price_Lag2,Modal_Price_Lag3,Modal_Price_Lag4,temperature_2m_mean_Lag1,temperature_2m_mean_Lag2,temperature_2m_mean_Lag3,temperature_2m_mean_Lag4,temperature_2m_max_Lag1,temperature_2m_max_Lag2,temperature_2m_max_Lag3,temperature_2m_max_Lag4,temperature_2m_min_Lag1,temperature_2m_min_Lag2,temperature_2m_min_Lag3,temperature_2m_min_Lag4,wind_speed_10m_max_Lag1,wind_speed_10m_max_Lag2,wind_speed_10m_max_Lag3,wind_speed_10m_max_Lag4,precipitation_sum_Lag1,precipitation_sum_Lag2,precipitation_sum_Lag3,precipitation_sum_Lag4,precipitation_hours_Lag1,precipitation_hours_Lag2,precipitation_hours_Lag3,precipitation_hours_Lag4,weather_code_Lag1,weather_code_Lag2,weather_code_Lag3,weather_code_Lag4
ahmednagar,2023-07-09,200.0,1900.0,1050.0,26.98983,30.0565,24.5065,17.339897,47.100006,20.0,65.0,987.5,766.6666666666666,775.0,750.0,27.7606685,31.964139666666664,35.30372166666667,35.750256,33.1065,40.6565,41.3065,40.7065,24.706501,24.956501,30.0065,30.3065,22.532755,18.828963666666667,23.58306566666667,28.664682,38.1,12.3,0.0,0.5,27.0,15.0,0.0,1.0,51.0,3.0,3.0,53.0
ahmednagar,2023-07-16,200.0,1800.0,1000.0,27.4085875,31.956501,24.5565,15.868020000000001,38.3999982,33.0,55.0,1050.0,987.5,766.6666666666666,775.0,26.98983,27.7606685,31.964139666666664,35.30372166666667,30.0565,33.1065,40.6565,41.3065,24.5065,24.706501,24.956501,30.0065,17.339897,22.532755,18.828963666666667,23.58306566666667,47.100006,38.1,12.3,0.0,20.0,27.0,15.0,0.0,65.0,51.0,3.0,3.0
ahmednagar,2023-07-23,183.33333333333334,1933.3333333333333,1058.3333333333333,26.881499333333334,31.5065,24.6565,16.182953833333332,79.099998,61.0,65.0,1000.0,1050.0,987.5,766.6666666666666,27.4085875,26.98983,27.7606685,31.964139666666664,31.956501,30.0565,33.1065,40.6565,24.5565,24.5065,24.706501,24.956501,15.868020000000001,17.339897,22.532755,18.828963666666667,38.3999982,47.100006,38.1,12.3,33.0,20.0,27.0,15.0,55.0,65.0,51.0,3.0
ahmednagar,2023-07-30,166.66666666666666,1833.3333333333333,1000.0,27.398863333333335,31.8565,24.2565,16.232101333333333,52.2999997,40.0,61.0,1058.3333333333333,1000.0,1050.0,987.5,26.881499333333334,27.4085875,26.98983,27.7606685,31.5065,31.956501,30.0565,33.1065,24.6565,24.5565,24.5065,24.706501,16.182953833333332,15.868020000000001,17.339897,22.532755,79.099998,38.3999982,47.100006,38.1,61.0,33.0,20.0,27.0,65.0,55.0,65.0,51.0
ahmednagar,2023-08-06,166.66666666666666,1966.6666666666667,1066.6666666666667,26.67177666666667,31.6565,24.456501,21.488595333333336,45.200005,34.0,63.0,1000.0,1058.3333333333333,1000.0,1050.0,27.398863333333335,26.881499333333334,27.4085875,26.98983,31.8565,31.5065,31.956501,30.0565,24.2565,24.6565,24.5565,24.5065,16.232101333333333,16.182953833333332,15.868020000000001,17.339897,52.2999997,79.099998,38.3999982,47.100006,40.0,61.0,33.0,20.0,61.0,65.0,55.0,65.0
ahmednagar,2023-08-13,375.0,2750.0,1562.5,28.397124499999997,32.5565,24.6065,15.607406999999998,0.8,5.0,51.0,1066.6666666666667,1000.0,1058.3333333333333,1000.0,26.67177666666667,27.398863333333335,26.881499333333334,27.4085875,31.6565,31.8565,31.5065,31.956501,24.456501,24.2565,24.6565,24.5565,21.488595333333336,16.232101333333333,16.182953833333332,15.868020000000001,45.200005,52.2999997,79.099998,38.3999982,34.0,40.0,61.0,33.0,63.0,61.0,65.0,55.0
ahmednagar,2023-08-20,300.0,2600.0,1450.0,26.4887925,32.1065,23.9065,13.8249045,66.300005,39.0,63.0,1562.5,1066.6666666666667,1000.0,1058.3333333333333,28.397124499999997,26.67177666666667,27.398863333333335,26.881499333333334,32.5565,31.6565,31.8565,31.5065,24.6065,24.456501,24.2565,24.6565,15.607406999999998,21.488595333333336,16.232101333333333,16.182953833333332,0.8,45.200005,52.2999997,79.099998,5.0,34.0,40.0,61.0,51.0,63.0,61.0,65.0
ahmednagar,2023-08-27,266.6666666666667,2433.3333333333335,1350.0,27.44191533333333,31.6065,24.3565,16.705734666666668,15.799999600000001,12.0,51.0,1450.0,1562.5,1066.6666666666667,1000.0,26.4887925,28.397124499999997,26.67177666666667,27.398863333333335,32.1065,32.5565,31.6565,31.8565,23.9065,24.6065,24.456501,24.2565,13.8249045,15.607406999999998,21.488595333333336,16.232101333333333,66.300005,0.8,45.200005,52.2999997,39.0,5.0,34.0,40.0,63.0,51.0,63.0,61.0
ahmednagar,2023-09-03,366.6666666666667,2466.6666666666665,1383.3333333333333,27.921083999999997,33.2565,22.1565,10.886446666666666,6.3999999999999995,6.0,2.0,1350.0,1450.0,1562.5,1066.6666666666667,27.44191533333333,26.4887925,28.397124499999997,26.67177666666667,31.6065,32.1065,32.5565,31.6565,24.3565,23.9065,24.6065,24.456501,16.705734666666668,13.8249045,15.607406999999998,21.488595333333336,15.799999600000001,66.300005,0.8,45.200005,12.0,39.0,5.0,34.0,51.0,63.0,51.0,63.0
ahmednagar,2023-09-10,300.0,2600.0,1450.0,28.196083,34.3065,24.4065,12.522619,0.8,1.0,53.0,1383.3333333333333,1350.0,1450.0,1562.5,27.921083999999997,27.44191533333333,26.4887925,28.397124499999997,33.2565,31.6065,32.1065,32.5565,22.1565,24.3565,23.9065,24.6065,10.886446666666666,16.705734666666668,13.8249045,15.607406999999998,6.3999999999999995,15.799999600000001,66.300005,0.8,6.0,12.0,39.0,5.0,2.0,51.0,63.0,51.0
ahmednagar,2023-09-17,300.0,2550.0,1725.0,26.825249,31.2565,23.5565,19.219043499999998,11.2,13.0,63.0,1450.0,1383.3333333333333,1350.0,1450.0,28.196083,27.921083999999997,27.44191533333333,26.4887925,34.3065,33.2565,31.6065,32.1065,24.4065,22.1565,24.3565,23.9065,12.522619,10.886446666666666,16.705734666666668,13.8249045,0.8,6.3999999999999995,15.799999600000001,66.300005,1.0,6.0,12.0,39.0,53.0,2.0,51.0,63.0
ahmednagar,2023-09-24,266.6666666666667,2600.0,1766.6666666666667,26.115529,31.456501,23.1065,12.521129666666667,49.400003,39.0,63.0,1725.0,1450.0,1383.3333333333333,1350.0,26.825249,28.196083,27.921083999999997,27.44191533333333,31.2565,34.3065,33.2565,31.6065,23.5565,24.4065,22.1565,24.3565,19.219043499999998,12.522619,10.886446666666666,16.705734666666668,11.2,0.8,6.3999999999999995,15.799999600000001,13.0,1.0,6.0,12.0,63.0,53.0,2.0,51.0
ahmednagar,2023-10-01,283.3333333333333,2666.6666666666665,1950.0,27.066916000000003,32.1065,24.1565,8.999935333333333,14.200001,13.0,51.0,1766.6666666666667,1725.0,1450.0,1383.3333333333333,26.115529,26.825249,28.196083,27.921083999999997,31.456501,31.2565,34.3065,33.2565,23.1065,23.5565,24.4065,22.1565,12.521129666666667,19.219043499999998,12.522619,10.886446666666666,49.400003,11.2,0.8,6.3999999999999995,39.0,13.0,1.0,6.0,63.0,63.0,53.0,2.0
ahmednagar,2023-10-08,300.0,2666.6666666666665,1900.0,27.205804333333333,34.2065,19.0065,13.947332333333334,0.6,3.0,3.0,1950.0,1766.6666666666667,1725.0,1450.0,27.066916000000003,26.115529,26.825249,28.196083,32.1065,31.456501,31.2565,34.3065,24.1565,23.1065,23.5565,24.4065,8.999935333333333,12.521129666666667,19.219043499999998,12.522619,14.200001,49.400003,11.2,0.8,13.0,39.0,13.0,1.0,51.0,63.0,63.0,53.0
ahmednagar,2023-10-15,300.0,2933.3333333333335,2266.6666666666665,27.958581999999996,34.7565,20.7565,9.641096333333333,0.2,2.0,2.0,1900.0,1950.0,1766.6666666666667,1725.0,27.205804333333333,27.066916000000003,26.115529,26.825249,34.2065,32.1065,31.456501,31.2565,19.0065,24.1565,23.1065,23.5565,13.947332333333334,8.999935333333333,12.521129666666667,19.219043499999998,0.6,14.200001,49.400003,11.2,3.0,13.0,39.0,13.0,3.0,51.0,63.0,63.0
